game.id	key	value
699	minplayers	2
699	maxplayers	5
699	playingtime	90
699	minplaytime	90
699	maxplaytime	90
699	minage	10
699	comments	8603
699	boardgamecategory	Adventure
699	boardgamecategory	Exploration
699	boardgamecategory	Fantasy
699	boardgamecategory	Fighting
699	boardgamecategory	Miniatures
699	boardgamemechanic	Dice Rolling
699	boardgamemechanic	Grid Movement
699	boardgamemechanic	Modular Board
699	boardgamemechanic	Partnerships
699	boardgamemechanic	Role Playing
699	boardgamemechanic	Roll / Spin and Move
699	boardgamemechanic	Variable Player Powers
699	boardgamefamily	Campaign Games
699	boardgamefamily	HeroQuest
699	boardgamefamily	Warhammer Fantasy Board Games
699	boardgameexpansion	Adventure 1: The Mountain Keep (fan expansion to HeroQuest)
699	boardgameexpansion	Adventure 2: Slaves Of Zargon (fan expansion for HeroQuest)
699	boardgameexpansion	Adventure 3: The Lost Books (fan expansion for HeroQuest)
699	boardgameexpansion	Adventure 4: In The King's Service (fan expansion for HeroQuest)
699	boardgameexpansion	Adventure 5: Beyond Grin's Crag – Kellar's Keep 2 (fan expansion for HeroQuest)
699	boardgameexpansion	Adventure 6: Resurrection – Return of the Witch Lord 2 (fan expansion for HeroQuest)
699	boardgameexpansion	Adventure 7: The Rescue of Princess Millandriell (fan expansion to HeroQuest)
699	boardgameexpansion	Adventure 8: The Horror Inside the Ancient Halls of Sunca (fan expansion to HeroQuest)
699	boardgameexpansion	A Growl of Thunder
699	boardgameexpansion	HeroQuest: Against the Ogre Horde
699	boardgameexpansion	HeroQuest: Barbarian Quest Pack
699	boardgameexpansion	HeroQuest: Dungeons of Peril
699	boardgameexpansion	HeroQuest: Elf Quest Pack
699	boardgameexpansion	HeroQuest: Kellar's Keep
699	boardgameexpansion	HeroQuest: Return of the Witch Lord
699	boardgameexpansion	HeroQuest: Running the Gauntlet
699	boardgameexpansion	HeroQuest: Wizards of Morcar
699	boardgameexpansion	Masters' Series: Adventure 1 – The Deadly Hand of Zargon (fan expansion for HeroQuest)
699	boardgameimplementation	Advanced Heroquest
699	boardgameimplementation	HeroQuest Advanced Quest
699	boardgameimplementation	Warhammer Quest: Shadows Over Hammerhal
699	boardgamedesigner	Stephen Baker
699	boardgameartist	Gary Chalk
699	boardgameartist	Les Edwards
699	boardgamepublisher	Estrela
699	boardgamepublisher	El Greco
699	boardgamepublisher	MB Giochi
699	boardgamepublisher	MB Jeux
699	boardgamepublisher	MB Juegos
699	boardgamepublisher	MB peli
699	boardgamepublisher	MB spel
699	boardgamepublisher	MB Spellen
699	boardgamepublisher	MB Spiele
699	boardgamepublisher	MB spil (Danish)
699	boardgamepublisher	Milton Bradley
699	boardgamepublisher	Takara
805	game	Buffy the Vampire Slayer: The Game
805	type	boardgame
805	yearpublished	2000
805	description	Now it's up to you to help Buffy and her friends stop the spread of Evil in Sunnydale!  Which villain and his minions will plague the town?  The Master?  The Judge?  The Mayor?  Or Adam?  Each game recreates one of Buffy's four most exciting challenges... use your own strength and skill to outwit them all!  Patrol the board.  Collect cards and gain power.  Roll dice to fight and cast spells.  Finally, rid Sunnydale of Evil to win!  But don't slack... or Evil will slay you first!  Comes with gameboard, pewter Buffy icon, Phases Chart centerpiece, 5 Good Player &amp; 13 Evil Player pawns and stands, 84 Evil, Weapon, Research, Help &amp; Artifact cards, 4 Villain tiles, 4 Good Player cardholders, 1 Evil card stand, 10 dice, 10 life counters.&#10;&#10;Same theme and nearly identical name, but a different game from Buffy the Vampire Slayer: The Board Game.&#10;&#10;
805	minplayers	2
805	maxplayers	5
805	playingtime	90
805	minplaytime	90
805	maxplaytime	90
805	minage	12
805	comments	1552
805	boardgamecategory	Horror
805	boardgamecategory	Movies / TV / Radio theme
805	boardgamemechanic	Partnerships
805	boardgamemechanic	Role Playing
805	boardgamemechanic	Roll / Spin and Move
805	boardgamemechanic	Variable Player Powers
805	boardgamefamily	Admin: Better Description Needed!
805	boardgamefamily	TV Series:  Buffy the Vampire Slayer
805	boardgamefamily	Vampires
805	boardgamedesigner	Rob Daviau
805	boardgamedesigner	Bill Sabram
805	boardgamedesigner	Craig Van Ness
805	boardgamepublisher	Hasbro
805	boardgamepublisher	Milton Bradley
823	game	Lord of the Rings
823	type	boardgame
823	yearpublished	2000
823	description	This game should not be confused with Reiner Knizia's children's game (Lord of the Rings) with the same title, or with his very different two-player Lord of the Rings: The Confrontation.&#10;&#10;Lord of the Rings is a co-operative game where the object is to destroy the Ring while surviving the corrupting influence of Sauron. Each player plays one of the Hobbits in the fellowship, each of which has a unique power. The game is played on a number of boards: the Master board indicates both the physical progress of the fellowship across Middle Earth and the corrupting influence of Sauron on the hobbits, and a number of scenario boards which detail the events and adventures of particular locations. Progression across the boards is determined by playing cards (many of which represent the characters and items of Middle Earth), and the effects of corruption are represented by a special die. The game is lost if the ring-bearer is overcome by Sauron, or won if the ring is destroyed by throwing it into the volcanic fires of Mount Doom.&#10;&#10;Lord of the Rings - Limited Edition&#10;&#10;A special edition limited to 500 copies in the English language and 250 in German published by Sophisticated Games and Kosmos in November 2001. The Limited Edition has a silver 22 carat gold plated ring, pewter Hobbit playing pieces, and a signed and numbered John Howe print. Box signed by Reiner Knizia.&#10;&#10;
823	minplayers	2
823	maxplayers	5
823	playingtime	60
823	minplaytime	60
823	maxplaytime	60
823	minage	12
823	comments	12196
823	boardgamecategory	Adventure
823	boardgamecategory	Fantasy
823	boardgamecategory	Novel-based
823	boardgamemechanic	Co-operative Play
823	boardgamemechanic	Dice Rolling
823	boardgamemechanic	Hand Management
823	boardgamemechanic	Set Collection
823	boardgamemechanic	Variable Player Powers
823	boardgamefamily	Fantasy Flight Silver Line Games
823	boardgamefamily	Kosmos Literature Series
823	boardgamefamily	Lord of the Rings (Reiner Knizia's co-op game)
823	boardgamefamily	Tolkien Games
823	boardgameexpansion	Lord of the Rings: Battlefields
823	boardgameexpansion	Lord of the Rings: Friends & Foes
823	boardgameexpansion	Lord of the Rings: Sauron
823	boardgameexpansion	Lord of the Rings: The Black Gate
823	boardgamedesigner	Reiner Knizia
823	boardgameartist	Bluguy
823	boardgameartist	John Howe
823	boardgamepublisher	(Unknown)
823	boardgamepublisher	999 Games
823	boardgamepublisher	Alga
823	boardgamepublisher	Bard Centrum Gier
823	boardgamepublisher	Devir
823	boardgamepublisher	Edge Entertainment
823	boardgamepublisher	Editrice Giochi
823	boardgamepublisher	Fantasy Flight Games
823	boardgamepublisher	Fjölvaútgáfan
823	boardgamepublisher	Hasbro
823	boardgamepublisher	Hobby World
823	boardgamepublisher	Kaissa Chess & Games
823	boardgamepublisher	KOSMOS
823	boardgamepublisher	Laser plus
823	boardgamepublisher	Parker Brothers
823	boardgamepublisher	Sophisticated Games
823	boardgamepublisher	Stratelibri
823	boardgamepublisher	Tactic
823	boardgamepublisher	Tilsit
823	boardgamepublisher	Wizards of the Coast
926	game	Catan: Cities & Knights
926	type	boardgameexpansion
926	yearpublished	1998
926	description	Adds several new aspects to Settlers of Catan but the two major ones are creating knights to protect the land from invading barbarians and building city improvements that confer benefits upon that city's owner. Adds tactical complexity to the game and game length.&#10;&#10;Belongs to the Catan Series.&#10;&#10;The game changes the base game in three main ways:&#10;&#10;First, there are 3 new commodities in the game, distinct from resources - paper, cloth, and coins, which can be acquired from Forest, Meadow, and Mountain spaces, respectively. Cities that would normally produce two of one of those resources instead produce 1 resource and 1 of the corresponding commodity. (To make commodities easier to obtain, each player starts the game with 1 city and 1 settlement on the board.) These commodities allow players to build city improvements that confer various advantages and eventually points.&#10;&#10;Second, the deck of development cards is replaced by three different decks, each corresponding to one of the commodities. Building city improvements gives players a chance to draw these cards with every roll of the dice. Building more improvements will increase these chances, but cards cannot be bought directly in any way. These cards are similar to the development cards in the base game, but with a wider range of effects. (Some cards are balanced better as well - the new Resource Monopoly card, for example, can take no more than 2 of the named resource from any one player.)&#10;&#10;Finally, players can also build knights on the island along their network of roads. These knights can be used to claim certain intersections and move the Robber (taking the place of Soldier cards), but are also used to defend the island from periodic barbarian attacks. If the island is successfully defended, the player(s) with the most knights are rewarded. If not, the player(s) with the fewest knights each have a city downgraded to a settlement.&#10;&#10;
926	minplayers	3
926	maxplayers	4
926	playingtime	90
926	minplaytime	90
926	maxplaytime	90
926	minage	12
926	comments	13373
926	boardgamecategory	Expansion for Base-game
926	boardgamecategory	Medieval
926	boardgamecategory	Negotiation
926	boardgamemechanic	Dice Rolling
926	boardgamemechanic	Hand Management
926	boardgamemechanic	Memory
926	boardgamemechanic	Modular Board
926	boardgamemechanic	Route/Network Building
926	boardgamemechanic	Trading
926	boardgamefamily	Catan
926	boardgameexpansion	Catan: Cities & Knights – 5-6 Player Extension
926	boardgameexpansion	Catan: Playmat Atoll
926	boardgameexpansion	Der Hafenmeister
926	boardgameexpansion	Hexen, Zauberer & Drachen (Fan expansion to Catan: Cities and Knights)
926	boardgameexpansion	Kirche, Glaube & Reformation (Fan expansion to Catan: Cities and Knights)
926	boardgameexpansion	Die Pioniere (fan expansion for The Settlers of Catan)
926	boardgameexpansion	Die Siedler von Catan: Schätze, Drachen & Entdecker
926	boardgameexpansion	Catan
926	boardgamecompilation	CATAN 3D Collector's Edition
926	boardgameimplementation	CATAN 3D Collector's Edition
926	boardgamedesigner	Klaus Teuber
926	boardgameartist	Volkan Baga
926	boardgameartist	Tanja Donner
926	boardgameartist	Jason Hawkins
926	boardgameartist	Harald Lieske
926	boardgameartist	Michael Menzel
926	boardgameartist	Klaus Teuber
926	boardgameartist	Franz Vohwinkel
926	boardgameartist	Stephen Graham Walsh
926	boardgamepublisher	999 Games
926	boardgamepublisher	Albi
926	boardgamepublisher	Brain Games
926	boardgamepublisher	danspil
926	boardgamepublisher	Devir
926	boardgamepublisher	Filosofia Éditions
926	boardgamepublisher	Galakta
926	boardgamepublisher	Giochi Uniti
926	boardgamepublisher	GP Games
926	boardgamepublisher	HaKubia
926	boardgamepublisher	Hobby World
926	boardgamepublisher	Ísöld ehf.
926	boardgamepublisher	Kaissa Chess & Games
926	boardgamepublisher	KOSMOS
926	boardgamepublisher	Laser plus
926	boardgamepublisher	Lautapelit.fi
926	boardgamepublisher	Mayfair Games
926	boardgamepublisher	Piatnik
926	boardgamepublisher	Smart Ltd
926	boardgamepublisher	Swan Panasia Co., Ltd.
926	boardgamepublisher	Tilsit
926	boardgamepublisher	TRY SOFT
1159	game	Evo
1159	type	boardgame
1159	yearpublished	2001
1159	description	217,453,883 years, seven months and 26 days before our time, the first dinosaurs left their home in the sea and climbed onto the land. The ever-changing climate was their first adversary, forcing them to remain constantly on the move. But weather was not their only problem. In order to survive and flourish, they had to evolve, and to do it quickly!&#10;&#10;In Evo, you control the survival and evolution of a species of dinosaurs called Dinos. You guide their migrations to temperate climates, you acquire the perfect genes to develop your Dinos and mutate them, and you push out other creatures that have yet to learn the meaning of the term &quot;dominant species&quot;. At the end of the game, you and your Dinos will not be the winners unless you've evolved more quickly and successfully than everyone else.&#10;&#10;Each turn is divided into six phases, in which Dinos move, fight, reproduce and evolve to ensure that their species has the characteristics to survive the various perils of  prehistoric life. Players earn and spend mutation points to adapt their species for survival &ndash; but don't spend all of them as the remainder are counted to determine the winner.&#10;&#10;With every round of play a meteor moves one step closer to earth. When the meteor strikes (determined partly by dice), the game ends!&#10;&#10;
1159	minplayers	3
1159	maxplayers	5
1159	playingtime	60
1159	minplaytime	60
1159	maxplaytime	60
1159	minage	14
1159	comments	4176
1159	boardgamecategory	Animals
1159	boardgamecategory	Prehistoric
1159	boardgamecategory	Science Fiction
1159	boardgamemechanic	Action Point Allowance System
1159	boardgamemechanic	Area Control / Area Influence
1159	boardgamemechanic	Area Movement
1159	boardgamemechanic	Auction/Bidding
1159	boardgamemechanic	Dice Rolling
1159	boardgamemechanic	Hand Management
1159	boardgamemechanic	Variable Player Powers
1159	boardgamefamily	Animals: Dinosaurs
1159	boardgamefamily	Evolution
1159	boardgameimplementation	Evo (second edition)
1159	boardgamedesigner	Philippe Keyaerts
1159	boardgameartist	Stéphane Gantiez
1159	boardgameartist	Stéphane Poinsot
1159	boardgameartist	Cyril Saint Blancat
1159	boardgamepublisher	Asmodee
1159	boardgamepublisher	Descartes Editeur
1159	boardgamepublisher	Eurogames
1159	boardgamepublisher	Smart Ltd
1194	game	Speed Circuit
1194	type	boardgame
1194	yearpublished	1971
1194	description	In Speed Circuit, each player takes control of a Formula 1 racecar zipping around the tracks.  Each person then distributes a number of points to Start Speed, Top Speed, Wear and other attributes, five points per lap.  Then, each player moves based on their speed, and can adjust their speed, choosing to forfeit a Wear Point, or roll the Chance Die, where a bad roll could cause you to move through, spin out, or even crash out of the race.  Whoever gets over the line first wins.&#10;&#10;Before the race begins the players prepare their cars by allocating points, so if you want faster acceleration or speed you have to sacrifice start speed or braking or tire wear.&#10;&#10;Each turn, the players write their planned speed for the next turn and then move their cars 1 space per 20 mph. Each curve on the track has a speed limit that cannot be exceeded without penalty. If you exceed curve speed, overaccelerate or overdecelerate your car, etc., you pay penalties in tire wear or possible damage to your car or elimination from the race.&#10;&#10;The original 3M Sports Games version used speedometer wheels to select speed, used a random card draw to determine the car characteristics and has no random elements.&#10;&#10;Expanded by:&#10;&#10;    Speed Circuit: British Grand Prix&#10;    Speed Circuit: Detroit Grand Prix&#10;    Speed Circuit: Grand Prix de Belgique&#10;    Speed Circuit: Grand Prix de France&#10;    Speed Circuit: South African Grand Prix&#10;    Speed Circuit Accessory Pack 1&#10;    Speed Circuit Accessory Pack 2&#10;    Speed Circuit Accessory Pack 3&#10;    Speed Circuit Accessory Pack 4&#10;    Speed Circuit Tournament Tracks&#10;    Speed Circuit Turnier Kurs&#10;&#10;&#10;&#10;&#10;
1194	minplayers	2
1194	maxplayers	6
1194	playingtime	120
1194	minplaytime	120
1194	maxplaytime	120
1194	minage	12
1194	comments	1017
1194	boardgamecategory	Racing
1194	boardgamecategory	Sports
1194	boardgamemechanic	Action Point Allowance System
1194	boardgamemechanic	Modular Board
1194	boardgamemechanic	Simultaneous Action Selection
1194	boardgamefamily	3M Sports Games
1194	boardgamefamily	Sports: Auto Racing
1194	boardgameexpansion	Speed Circuit: Accessory Pack 1
1194	boardgameexpansion	Speed Circuit: Accessory Pack 2
1194	boardgameexpansion	Speed Circuit: Accessory Pack 3
1194	boardgameexpansion	Speed Circuit: Accessory Pack 4
1194	boardgameexpansion	Speed Circuit: British Grand Prix
1194	boardgameexpansion	Speed Circuit: Detroit Grand Prix
1194	boardgameexpansion	Speed Circuit: Grand Prix de Belgique
1194	boardgameexpansion	Speed Circuit: Grand Prix de France
1194	boardgameexpansion	Speed Circuit: South African Grand Prix
1194	boardgameexpansion	Speed Circuit: Tournament Tracks
1194	boardgameexpansion	Speed Circuit: Turnier Kurs
1194	boardgameimplementation	Championship Formula Racing
1194	boardgamedesigner	Thomas M. Divoll
1194	boardgamedesigner	John B. Reilly
1194	boardgamepublisher	3M
1194	boardgamepublisher	The Avalon Hill Game Co (TAHGC)
1194	boardgamepublisher	Klee
1194	boardgamepublisher	Sports Illustrated
1234	game	Once Upon a Time: The Storytelling Card Game
1234	type	boardgame
1234	yearpublished	1993
1234	description	Once Upon A Time is a game in which the players create a story together, using cards that show typical elements from fairy tales. One player is the Storyteller and creates a story using the ingredients on her cards. She tries to guide the plot towards her own ending. The other players try to use cards to interrupt her and become the new Storyteller. The winner is the first player to play out all her cards and end with her Happy Ever After card.&#10;&#10;The second edition, published in 1995, features an expanded card set.&#10;&#10;The third edition, published in 2012, features multiple changes, including new artwork by Omar Rayyan, a new card set, and a simplified rulesheet.&#10;&#10;See Also&#10;&#10;&#10;    Dark Cults&#10;&#10;&#10;
1234	minplayers	2
1234	maxplayers	6
1234	playingtime	30
1234	minplaytime	30
1234	maxplaytime	30
1234	minage	8
1234	comments	6489
1234	boardgamecategory	Card Game
1234	boardgamecategory	Humor
1234	boardgamecategory	Party Game
1234	boardgamecategory	Real-time
1234	boardgamemechanic	Hand Management
1234	boardgamemechanic	Storytelling
1234	boardgamemechanic	Voting
1234	boardgamefamily	Once Upon a Time
1234	boardgameexpansion	Es war einmal: Magische Märchen & Ritterliche Romanzen
1234	boardgameexpansion	Once Upon a Time: Animal Tales
1234	boardgameexpansion	Once Upon a Time: Dark Tales
1234	boardgameexpansion	Once Upon a Time: Enchanting Tales
1234	boardgameexpansion	Once Upon a Time: Fairy Tales
1234	boardgameexpansion	Once Upon a Time: Knightly Tales
1234	boardgameexpansion	Once Upon a Time: Seafaring Tales
1234	boardgamedesigner	Richard Lambert
1234	boardgamedesigner	Andrew Rilstone
1234	boardgamedesigner	James Wallis
1234	boardgameartist	Florence Magnin
1234	boardgameartist	Sophie Mounier
1234	boardgameartist	Omar Rayyan
1234	boardgameartist	Franz Vohwinkel
1234	boardgamepublisher	AMIGO Spiel + Freizeit GmbH
1234	boardgamepublisher	Asmodee
1234	boardgamepublisher	Atlas Games
1234	boardgamepublisher	Edge Entertainment
1234	boardgamepublisher	Galakta
1234	boardgamepublisher	HaKubia
1234	boardgamepublisher	Halloween Concept
1234	boardgamepublisher	Hobby Base
1234	boardgamepublisher	Hobby World
1234	boardgamepublisher	Kaissa Chess & Games
1234	boardgamepublisher	Martínez Roca
1234	boardgamepublisher	Pegasus Spiele
1234	boardgamepublisher	Play Factory
1234	boardgamepublisher	Raven Distribution
1234	boardgamepublisher	REXhry
1234	boardgamepublisher	Swan Panasia Co., Ltd.
1234	boardgamepublisher	Truant Spiele
1234	boardgamepublisher	Unicorn (I)
1307	game	Haunted Castle
1307	type	boardgame
1307	yearpublished	1999
1307	description	There are 8 characters a knight, an owl, a ghost, a witch, a pumpkin, a cat, a bat, and a vampire. Each player has a small board in front of themselves with all 8 characters on it. There is also a deck of cards each showing only 7 characters at a time. Flip a card and whoever calls out the missing character first gets the card. The person with the most cards when they are all gone, wins. Recomended for 5 years of age and up.&#10;&#10;
1307	minplayers	2
1307	maxplayers	4
1307	playingtime	10
1307	minplaytime	10
1307	maxplaytime	10
1307	minage	5
1307	comments	76
1307	boardgamecategory	Deduction
1307	boardgamecategory	Horror
1307	boardgamecategory	Puzzle
1307	boardgamemechanic	Pattern Recognition
1307	boardgamedesigner	Lucien Geelhoed
1307	boardgameartist	Joachim Krause
1307	boardgamepublisher	Ravensburger Spieleverlag GmbH
1513	game	The Republic of Rome
1513	type	boardgame
1513	yearpublished	1990
1513	description	The Republic of Rome is an abstraction of over 250 years of history.  It simulates the politics of the Roman Senate during the republic.  The players take the part of various factions vying for the control of the senate.  They control the various powerful families of the time, who compete for state offices, military command, economic concessions and new adherents.  To win the player must get their faction to become the most powerful in Rome.  While doing this, however, a balance must be maintained.  A hostile world situation, and the vagaries of the public of Rome means that the players must also cooperate so that Rome herself doesn't go down under this pressure.  If Rome does not last, neither does the senate, and all players lose!&#10;&#10;Players make proposals to the Senate which other players then vote on. A player's ability to make proposals is determined by which Offices his/her Senators hold. A player's influence in votes is determined by the number of Senators they have recruited and the level of influence those Senators have obtained. Proposals may include assigning Senators to governor provinces (generating revenue), recruiting an army to fight an external foe, addressing the concerns of the Roman people, assigning offices or prosecuting previous office holders. Players have to co-operate to overcome the various threats that the game sends against Rome (wars, famine, unrest, bankruptcy) whilst working to build their own Senators' and Generals' positions and undermine that of their opponents. A powerful General or an influential Senator may become Emperor (thus winning the game) but equally may suddenly fall to the plague or an assassin's blade.&#10;&#10;
1513	minplayers	1
1513	maxplayers	6
1513	playingtime	300
1513	minplaytime	300
1513	maxplaytime	300
1513	minage	14
1513	comments	3499
1513	boardgamecategory	Ancient
1513	boardgamecategory	Negotiation
1513	boardgamecategory	Political
1513	boardgamecategory	Wargame
1513	boardgamemechanic	Dice Rolling
1513	boardgamemechanic	Hand Management
1513	boardgamemechanic	Simulation
1513	boardgamemechanic	Variable Player Powers
1513	boardgamemechanic	Voting
1513	boardgamefamily	Ancient Rome
1513	boardgamefamily	Cities: Rome
1513	boardgamefamily	Solitaire Games
1513	boardgamefamily	Valley Games Classic Line
1513	boardgamefamily	Valley Games Tactics Line
1513	boardgameexpansion	Empire of Rome 27 BC - 284 AD
1513	boardgameexpansion	The Republic of Carthage
1513	boardgamedesigner	Richard Berthold
1513	boardgamedesigner	Don Greenwood
1513	boardgamedesigner	Robert Haines
1513	boardgameartist	Dave Dobyski
1513	boardgameartist	Charles Kibler
1513	boardgameartist	Kurt Miller
1513	boardgameartist	George I. Parrish, Jr.
1513	boardgameartist	Patrick Turner Studios
1513	boardgameartist	Mark Poole
1513	boardgamepublisher	The Avalon Hill Game Co (TAHGC)
1513	boardgamepublisher	Descartes Editeur
1513	boardgamepublisher	Edge Entertainment
1513	boardgamepublisher	Phalanx Games Deutschland
1513	boardgamepublisher	Valley Games, Inc.
1513	boardgamepublisher	Wargames Club Publishing
1569	game	RoboRally: Armed and Dangerous
1569	type	boardgameexpansion
1569	yearpublished	1995
1569	description	Robo Rally : Armed &amp; Dangerous is the largest expansion made for Wizard of the Coast's award-winning ROBO RALLY.&#10;&#10;It features 6 new boards (as many as the base game) and comes with 26 new option cards as well as counters to track the effects of the new option cards.&#10;&#10;The boards add some new elements such as teleporters, randomizers, and water.  The boards are also a lot more colorful, which is a welcome change.&#10;&#10;Expands:&#10;&#10;    RoboRally&#10;&#10;&#10;&#10;&#10;Other Expansions:&#10;&#10;    RoboRally: Grand Prix&#10;    RoboRally: Crash and Burn&#10;    RoboRally: Radioactive&#10;&#10;&#10;&#10;&#10;
1569	minplayers	2
1569	maxplayers	8
1569	playingtime	90
1569	minplaytime	90
1569	maxplaytime	90
1569	minage	12
1569	comments	1312
1569	boardgamecategory	Expansion for Base-game
1569	boardgamecategory	Racing
1569	boardgamecategory	Science Fiction
1569	boardgamemechanic	Modular Board
1569	boardgamemechanic	Simultaneous Action Selection
1569	boardgameexpansion	RoboRally
1569	boardgamedesigner	Richard Garfield
1569	boardgameartist	Phil Foglio
1569	boardgameartist	Daniel Gelon
1569	boardgameartist	Robt McLees
1569	boardgameartist	Christopher Rush
1569	boardgamepublisher	Wizards of the Coast
1634	game	Warhammer Quest
1634	type	boardgame
1634	yearpublished	1995
1634	description	Warhammer Quest is the original game in the Warhammer Quest Series.&#10;&#10;From the Main Rulebook:&#10;&#10;In Warhammer Quest each player takes the role of a warrior, one of four brave adventurers willing to test their courage in the search for wealth and glory. Each hero comes from a different people. The Barbarian has traveled far from the savage north, a land of bitter cold and ferocious warriors. The Wizard hails from the cities of the Empire, the largest and most important of the realms of men. The Dwarf is drawn by the goldlust for which his race is famous. Dwarfs are grim and rather abrupt, but they are good fighters and loyal friends who remember debts of gratitude as readily as debts of coin. The Elf comes from the green woods of Loren where his kin spend their days hunting and making merry, protected from evil by the strange magic of their land. Elves are incredibly quick and agile, and they are also the best archers in the world.&#10;&#10;In the Warhammer Quest game the players enter a dark and forbidding dungeon. Together they must face the horrific dangers that wait for them. They will be attacked by monsters such as Orcs, Goblins, Skaven and Minotaurs. Other perils lurk in the darkness: scurrying venomous things like spiders, deadly pit traps, and decayed tunnels that cave in at the slightest touch. If they complete their quest the players will be rewarded with gold, treasure and artefacts of magical power. The more gold and treasure you can discover the better.., and the player whose warrior amasses the greatest fortune has done best of all!&#10;&#10;Warhammer Quest is probably unlike other games you have played. Rather than each player competing against the others, all the players must co-operate if they are to win. Also, there is no single board. Instead, the different rooms and corridor sections are clipped together to make a dungeon that is different every time you play. The game rules may seem a little complex at first - but don't worry a lot of the rules are designed to extend the game and are not vital to begin with. The actual game rules you need to play are in this book or printed on the various cards. The hugely thick Role-play Book is all extra and alternative material that introduces you to a whole new hobby of role-playing Warhammer Quest.&#10;&#10;- Warhammer Quest Contents -&#10;&#10;    4 Warrior models: Barbarian, Dwarf, Elf and Wizard&#10;    6 Orc Warrior models&#10;    6 Orc Archer models&#10;    6 Goblin Spearmen models&#10;    6 Night Goblin Archer models&#10;    12 Skaven models&#10;    3 Minotaur models&#10;    12 Giant Spider models&#10;    12 Giant Bat models&#10;    12 Giant Rat models&#10;    12 Snotling models&#10;    10 Dungeon Doorways&#10;    32 Page Rule Book&#10;    16 Page Adventure Book&#10;    192 Page Role-play Book&#10;    1 How to Play sheet&#10;    50 Page Adventure Record Pad&#10;    19 Event Cards&#10;    23 Dungeon Cards&#10;    30 Treasure Cards&#10;    17 Blank Event Cards&#10;    15 Spell Cards&#10;    4 Warrior Cards&#10;    4 Battle-level Cards&#10;    4 Equipment Cards&#10;    4 Warrior Counters&#10;    6 Dungeon Rooms&#10;    5 Objective Rooms&#10;    7 Corridors&#10;    1 Steps&#10;    3 T-junctions&#10;    1 Corner&#10;    1 Portcullis Marker&#10;    1 Cave-in Marker&#10;    3 Pit of Despair Markers&#10;    6 Webbed Counters&#10;    15 Power Tokens&#10;    10 Luck Counters&#10;    18 Scenery Markers&#10;    6 Large Dice &amp; 12 Small Dice&#10;&#10;&#10;&#10;&#10;
1634	minplayers	1
1634	maxplayers	4
1634	playingtime	120
1634	minplaytime	120
1634	maxplaytime	120
1634	minage	12
1634	comments	2053
1634	boardgamecategory	Adventure
1634	boardgamecategory	Fantasy
1634	boardgamemechanic	Co-operative Play
1634	boardgamemechanic	Dice Rolling
1634	boardgamemechanic	Modular Board
1634	boardgamemechanic	Role Playing
1634	boardgamefamily	Solitaire Games
1634	boardgamefamily	Warhammer Fantasy Board Games
1634	boardgameexpansion	Chaos Dwarfs of Deep Forge (fan expansion to Warhammer Quest)
1634	boardgameexpansion	Warhammer Quest: Bretonnian Knight
1634	boardgameexpansion	Warhammer Quest: Catacombs of Terror
1634	boardgameexpansion	Warhammer Quest: Chaos Warrior
1634	boardgameexpansion	Warhammer Quest: Dwarf Trollslayer
1634	boardgameexpansion	Warhammer Quest: Elf Ranger
1634	boardgameexpansion	Warhammer Quest: Halfling Thief
1634	boardgameexpansion	Warhammer Quest: Imperial Noble
1634	boardgameexpansion	Warhammer Quest: Kislevite Shaman
1634	boardgameexpansion	Warhammer Quest: Lair of the Orc Lord
1634	boardgameexpansion	Warhammer Quest: Pit Fighter
1634	boardgameexpansion	Warhammer Quest: Pits & Traps
1634	boardgameexpansion	Warhammer Quest: Treasure Cards Pack #1
1634	boardgameexpansion	Warhammer Quest: Treasure Cards Pack #2
1634	boardgameexpansion	Warhammer Quest: Treasure Cards Pack #3
1634	boardgameexpansion	Warhammer Quest: Wardancer
1634	boardgameexpansion	Warhammer Quest: Warrior Priest
1634	boardgameexpansion	Warhammer Quest: Witch Hunter
1634	boardgameimplementation	Warhammer Quest: Shadows Over Hammerhal
1634	boardgameimplementation	Warhammer Quest: Silver Tower
1634	boardgamedesigner	Andy Jones
1634	boardgamedesigner	Gavin Thorpe
1634	boardgameartist	John Blanche
1634	boardgameartist	Wayne England
1634	boardgameartist	David Gallagher
1634	boardgameartist	Mark Gibbons
1634	boardgameartist	Geoff Taylor
1634	boardgameartist	Richard Wright
1634	boardgamepublisher	Games Workshop Ltd.
1758	game	Advanced Heroquest
1758	type	boardgame
1758	yearpublished	1989
